,ethDst,ethSrc,ipv4Dst,ipv4Flg,ipv4Frg,ipv4Ihl,ipv4Len,ipv4Pro,ipv4Src,ipv4TTL,ipv4Tos,len,time
1210,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2035,5,1500,1,192.168.238.229,64,0,1514,1488942681.522734
1211,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2220,5,1500,1,192.168.238.229,64,0,1514,1488942681.522739
1212,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2405,5,1500,1,192.168.238.229,64,0,1514,1488942681.522742
1213,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2590,5,1500,1,192.168.238.229,64,0,1514,1488942681.522772
1214,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2775,5,1500,1,192.168.238.229,64,0,1514,1488942681.522776
1215,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2960,5,1500,1,192.168.238.229,64,0,1514,1488942681.522779
1216,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3145,5,1500,1,192.168.238.229,64,0,1514,1488942681.522781
1217,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3330,5,1500,1,192.168.238.229,64,0,1514,1488942681.522823
1218,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3515,5,1500,1,192.168.238.229,64,0,1514,1488942681.522827
1219,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3700,5,1500,1,192.168.238.229,64,0,1514,1488942681.522829
1220,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3885,5,1500,1,192.168.238.229,64,0,1514,1488942681.522832
1221,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4070,5,1500,1,192.168.238.229,64,0,1514,1488942681.522873
1222,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4255,5,1500,1,192.168.238.229,64,0,1514,1488942681.522878
1223,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4440,5,1500,1,192.168.238.229,64,0,1514,1488942681.52288
1224,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4625,5,1500,1,192.168.238.229,64,0,1514,1488942681.522882
1225,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4810,5,1500,1,192.168.238.229,64,0,1514,1488942681.522922
1226,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4995,5,1500,1,192.168.238.229,64,0,1514,1488942681.522926
1227,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5180,5,1500,1,192.168.238.229,64,0,1514,1488942681.522928
1228,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5365,5,1500,1,192.168.238.229,64,0,1514,1488942681.522932
1229,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5550,5,1500,1,192.168.238.229,64,0,1514,1488942681.522972
1230,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5735,5,1500,1,192.168.238.229,64,0,1514,1488942681.522976
1231,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5920,5,1500,1,192.168.238.229,64,0,1514,1488942681.522978
1232,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6105,5,1500,1,192.168.238.229,64,0,1514,1488942681.522982
1233,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6290,5,1500,1,192.168.238.229,64,0,1514,1488942681.52302
1234,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6475,5,1500,1,192.168.238.229,64,0,1514,1488942681.523024
1235,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6660,5,1500,1,192.168.238.229,64,0,1514,1488942681.523026
1236,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,0,6845,5,268,1,192.168.238.229,64,0,282,1488942681.523028
1237,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,0,5,1500,1,192.168.238.50,64,0,1514,1488942681.523107
1238,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,185,5,1500,1,192.168.238.50,64,0,1514,1488942681.523121
1239,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,370,5,1500,1,192.168.238.50,64,0,1514,1488942681.523124
1240,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,555,5,1500,1,192.168.238.50,64,0,1514,1488942681.523126
1241,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,740,5,1500,1,192.168.238.50,64,0,1514,1488942681.523127
1242,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,925,5,1500,1,192.168.238.50,64,0,1514,1488942681.523129
1243,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1110,5,1500,1,192.168.238.50,64,0,1514,1488942681.52313
1244,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1295,5,1500,1,192.168.238.50,64,0,1514,1488942681.523137
1245,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1480,5,1500,1,192.168.238.50,64,0,1514,1488942681.523139
1246,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1665,5,1500,1,192.168.238.50,64,0,1514,1488942681.52314
1247,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1850,5,1500,1,192.168.238.50,64,0,1514,1488942681.523142
1248,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2035,5,1500,1,192.168.238.50,64,0,1514,1488942681.523148
1249,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2220,5,1500,1,192.168.238.50,64,0,1514,1488942681.52315
1250,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2405,5,1500,1,192.168.238.50,64,0,1514,1488942681.523154
1251,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2590,5,1500,1,192.168.238.50,64,0,1514,1488942681.52317
1252,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2775,5,1500,1,192.168.238.50,64,0,1514,1488942681.523176
1253,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2960,5,1500,1,192.168.238.50,64,0,1514,1488942681.523178
1254,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3145,5,1500,1,192.168.238.50,64,0,1514,1488942681.523184
1255,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3330,5,1500,1,192.168.238.50,64,0,1514,1488942681.523186
1256,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3515,5,1500,1,192.168.238.50,64,0,1514,1488942681.523191
1257,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3700,5,1500,1,192.168.238.50,64,0,1514,1488942681.523193
1258,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3885,5,1500,1,192.168.238.50,64,0,1514,1488942681.523195
1259,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4070,5,1500,1,192.168.238.50,64,0,1514,1488942681.5232
1260,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4255,5,1500,1,192.168.238.50,64,0,1514,1488942681.523202
1261,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4440,5,1500,1,192.168.238.50,64,0,1514,1488942681.523204
1262,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4625,5,1500,1,192.168.238.50,64,0,1514,1488942681.523205
1263,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4810,5,1500,1,192.168.238.50,64,0,1514,1488942681.523207
1264,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4995,5,1500,1,192.168.238.50,64,0,1514,1488942681.523208
1265,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5180,5,1500,1,192.168.238.50,64,0,1514,1488942681.523235
1266,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5365,5,1500,1,192.168.238.50,64,0,1514,1488942681.523237
1267,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5550,5,1500,1,192.168.238.50,64,0,1514,1488942681.523243
1268,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5735,5,1500,1,192.168.238.50,64,0,1514,1488942681.523244
1269,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5920,5,1500,1,192.168.238.50,64,0,1514,1488942681.523246
1270,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6105,5,1500,1,192.168.238.50,64,0,1514,1488942681.523248
1271,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6290,5,1500,1,192.168.238.50,64,0,1514,1488942681.523249
1272,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6475,5,1500,1,192.168.238.50,64,0,1514,1488942681.523251
1273,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6660,5,1500,1,192.168.238.50,64,0,1514,1488942681.523253
1274,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,0,6845,5,268,1,192.168.238.50,64,0,282,1488942681.523255
1275,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,0,5,1500,1,192.168.238.229,64,0,1514,1488942682.52435
1276,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,185,5,1500,1,192.168.238.229,64,0,1514,1488942682.524364
1277,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,370,5,1500,1,192.168.238.229,64,0,1514,1488942682.524367
1278,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,555,5,1500,1,192.168.238.229,64,0,1514,1488942682.524369
1279,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,740,5,1500,1,192.168.238.229,64,0,1514,1488942682.524371
1280,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,925,5,1500,1,192.168.238.229,64,0,1514,1488942682.524374
1281,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1110,5,1500,1,192.168.238.229,64,0,1514,1488942682.524389
1282,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1295,5,1500,1,192.168.238.229,64,0,1514,1488942682.524391
1283,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1480,5,1500,1,192.168.238.229,64,0,1514,1488942682.524394
1284,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1665,5,1500,1,192.168.238.229,64,0,1514,1488942682.524396
1285,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1850,5,1500,1,192.168.238.229,64,0,1514,1488942682.524451
1286,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2035,5,1500,1,192.168.238.229,64,0,1514,1488942682.524455
1287,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2220,5,1500,1,192.168.238.229,64,0,1514,1488942682.524457
1288,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2405,5,1500,1,192.168.238.229,64,0,1514,1488942682.52446
1289,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2590,5,1500,1,192.168.238.229,64,0,1514,1488942682.524517
1290,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2775,5,1500,1,192.168.238.229,64,0,1514,1488942682.524521
1291,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2960,5,1500,1,192.168.238.229,64,0,1514,1488942682.524523
1292,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3145,5,1500,1,192.168.238.229,64,0,1514,1488942682.524526
1293,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3330,5,1500,1,192.168.238.229,64,0,1514,1488942682.524545
1294,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3515,5,1500,1,192.168.238.229,64,0,1514,1488942682.52455
1295,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3700,5,1500,1,192.168.238.229,64,0,1514,1488942682.524553
1296,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3885,5,1500,1,192.168.238.229,64,0,1514,1488942682.524557
1297,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4070,5,1500,1,192.168.238.229,64,0,1514,1488942682.524595
1298,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4255,5,1500,1,192.168.238.229,64,0,1514,1488942682.524601
1299,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4440,5,1500,1,192.168.238.229,64,0,1514,1488942682.524605
1300,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4625,5,1500,1,192.168.238.229,64,0,1514,1488942682.524608
1301,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4810,5,1500,1,192.168.238.229,64,0,1514,1488942682.524652
1302,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4995,5,1500,1,192.168.238.229,64,0,1514,1488942682.524656
1303,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5180,5,1500,1,192.168.238.229,64,0,1514,1488942682.52466
1304,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5365,5,1500,1,192.168.238.229,64,0,1514,1488942682.524662
1305,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5550,5,1500,1,192.168.238.229,64,0,1514,1488942682.524664
1306,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5735,5,1500,1,192.168.238.229,64,0,1514,1488942682.5247
1307,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5920,5,1500,1,192.168.238.229,64,0,1514,1488942682.524703
1308,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6105,5,1500,1,192.168.238.229,64,0,1514,1488942682.524706
1309,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6290,5,1500,1,192.168.238.229,64,0,1514,1488942682.524708
1310,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6475,5,1500,1,192.168.238.229,64,0,1514,1488942682.524743
1311,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6660,5,1500,1,192.168.238.229,64,0,1514,1488942682.524748
1312,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,0,6845,5,268,1,192.168.238.229,64,0,282,1488942682.524749
1313,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,0,5,1500,1,192.168.238.50,64,0,1514,1488942682.524839
1314,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,185,5,1500,1,192.168.238.50,64,0,1514,1488942682.524852
1315,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,370,5,1500,1,192.168.238.50,64,0,1514,1488942682.524854
1316,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,555,5,1500,1,192.168.238.50,64,0,1514,1488942682.524855
1317,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,740,5,1500,1,192.168.238.50,64,0,1514,1488942682.524857
1318,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,925,5,1500,1,192.168.238.50,64,0,1514,1488942682.524858
1319,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1110,5,1500,1,192.168.238.50,64,0,1514,1488942682.524859
1320,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1295,5,1500,1,192.168.238.50,64,0,1514,1488942682.52486
1321,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1480,5,1500,1,192.168.238.50,64,0,1514,1488942682.524861
1322,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1665,5,1500,1,192.168.238.50,64,0,1514,1488942682.524862
1323,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,1850,5,1500,1,192.168.238.50,64,0,1514,1488942682.524863
1324,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2035,5,1500,1,192.168.238.50,64,0,1514,1488942682.524864
1325,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2220,5,1500,1,192.168.238.50,64,0,1514,1488942682.524866
1326,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2405,5,1500,1,192.168.238.50,64,0,1514,1488942682.524867
1327,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2590,5,1500,1,192.168.238.50,64,0,1514,1488942682.524868
1328,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2775,5,1500,1,192.168.238.50,64,0,1514,1488942682.524869
1329,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,2960,5,1500,1,192.168.238.50,64,0,1514,1488942682.52487
1330,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3145,5,1500,1,192.168.238.50,64,0,1514,1488942682.524871
1331,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3330,5,1500,1,192.168.238.50,64,0,1514,1488942682.524872
1332,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3515,5,1500,1,192.168.238.50,64,0,1514,1488942682.524874
1333,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3700,5,1500,1,192.168.238.50,64,0,1514,1488942682.524875
1334,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,3885,5,1500,1,192.168.238.50,64,0,1514,1488942682.524876
1335,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4070,5,1500,1,192.168.238.50,64,0,1514,1488942682.524877
1336,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4255,5,1500,1,192.168.238.50,64,0,1514,1488942682.524878
1337,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4440,5,1500,1,192.168.238.50,64,0,1514,1488942682.524879
1338,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4625,5,1500,1,192.168.238.50,64,0,1514,1488942682.52488
1339,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4810,5,1500,1,192.168.238.50,64,0,1514,1488942682.524881
1340,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,4995,5,1500,1,192.168.238.50,64,0,1514,1488942682.524882
1341,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5180,5,1500,1,192.168.238.50,64,0,1514,1488942682.524883
1342,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5365,5,1500,1,192.168.238.50,64,0,1514,1488942682.524888
1343,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5550,5,1500,1,192.168.238.50,64,0,1514,1488942682.524889
1344,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5735,5,1500,1,192.168.238.50,64,0,1514,1488942682.52489
1345,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,5920,5,1500,1,192.168.238.50,64,0,1514,1488942682.524891
1346,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6105,5,1500,1,192.168.238.50,64,0,1514,1488942682.524893
1347,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6290,5,1500,1,192.168.238.50,64,0,1514,1488942682.524894
1348,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6475,5,1500,1,192.168.238.50,64,0,1514,1488942682.524895
1349,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,6660,5,1500,1,192.168.238.50,64,0,1514,1488942682.524896
1350,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,0,6845,5,268,1,192.168.238.50,64,0,282,1488942682.524896
1351,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,0,5,1500,1,192.168.238.229,64,0,1514,1488942683.526013
1352,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,185,5,1500,1,192.168.238.229,64,0,1514,1488942683.526025
1353,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,370,5,1500,1,192.168.238.229,64,0,1514,1488942683.526027
1354,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,555,5,1500,1,192.168.238.229,64,0,1514,1488942683.526029
1355,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,740,5,1500,1,192.168.238.229,64,0,1514,1488942683.526031
1356,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,925,5,1500,1,192.168.238.229,64,0,1514,1488942683.526032
1357,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1110,5,1500,1,192.168.238.229,64,0,1514,1488942683.526085
1358,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1295,5,1500,1,192.168.238.229,64,0,1514,1488942683.526087
1359,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1480,5,1500,1,192.168.238.229,64,0,1514,1488942683.526094
1360,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1665,5,1500,1,192.168.238.229,64,0,1514,1488942683.526098
1361,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,1850,5,1500,1,192.168.238.229,64,0,1514,1488942683.526133
1362,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2035,5,1500,1,192.168.238.229,64,0,1514,1488942683.526137
1363,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2220,5,1500,1,192.168.238.229,64,0,1514,1488942683.526139
1364,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2405,5,1500,1,192.168.238.229,64,0,1514,1488942683.526143
1365,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2590,5,1500,1,192.168.238.229,64,0,1514,1488942683.526178
1366,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2775,5,1500,1,192.168.238.229,64,0,1514,1488942683.526182
1367,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,2960,5,1500,1,192.168.238.229,64,0,1514,1488942683.526183
1368,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3145,5,1500,1,192.168.238.229,64,0,1514,1488942683.526185
1369,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3330,5,1500,1,192.168.238.229,64,0,1514,1488942683.526234
1370,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3515,5,1500,1,192.168.238.229,64,0,1514,1488942683.526237
1371,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3700,5,1500,1,192.168.238.229,64,0,1514,1488942683.526239
1372,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,3885,5,1500,1,192.168.238.229,64,0,1514,1488942683.526241
1373,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4070,5,1500,1,192.168.238.229,64,0,1514,1488942683.526243
1374,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4255,5,1500,1,192.168.238.229,64,0,1514,1488942683.526287
1375,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4440,5,1500,1,192.168.238.229,64,0,1514,1488942683.526289
1376,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4625,5,1500,1,192.168.238.229,64,0,1514,1488942683.526293
1377,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4810,5,1500,1,192.168.238.229,64,0,1514,1488942683.526295
1378,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,4995,5,1500,1,192.168.238.229,64,0,1514,1488942683.526337
1379,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5180,5,1500,1,192.168.238.229,64,0,1514,1488942683.526341
1380,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5365,5,1500,1,192.168.238.229,64,0,1514,1488942683.526343
1381,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5550,5,1500,1,192.168.238.229,64,0,1514,1488942683.526347
1382,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5735,5,1500,1,192.168.238.229,64,0,1514,1488942683.526382
1383,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,5920,5,1500,1,192.168.238.229,64,0,1514,1488942683.526385
1384,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6105,5,1500,1,192.168.238.229,64,0,1514,1488942683.526387
1385,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6290,5,1500,1,192.168.238.229,64,0,1514,1488942683.526388
1386,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6475,5,1500,1,192.168.238.229,64,0,1514,1488942683.52643
1387,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,1,6660,5,1500,1,192.168.238.229,64,0,1514,1488942683.526433
1388,00:0c:29:ff:bf:45,00:22:15:8b:e3:ba,192.168.238.50,0,6845,5,268,1,192.168.238.229,64,0,282,1488942683.526434
1389,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,0,5,1500,1,192.168.238.50,64,0,1514,1488942683.526503
1390,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,185,5,1500,1,192.168.238.50,64,0,1514,1488942683.526514
1391,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,370,5,1500,1,192.168.238.50,64,0,1514,1488942683.526515
1392,00:22:15:8b:e3:ba,00:0c:29:ff:bf:45,192.168.238.229,1,555,5,1500,1,192.168.238.50,64,0,1514,1488942683.526516
